Profile,Framework Version,Chapter,Section,Requirement ID,Verification Level,Requirement Area,Status,Mapped Checks,Relationships,Mapping Rationale,Official Source,Claim Boundary
owasp-aisvs-1.0,1.0,C1,C1.3,v1.0-C1.3.3,2,Training Data Integrity & Traceability / Training Data Quality and Security Assurance,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C01-Training-Data-Integrity-and-Traceability.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C1,C1.3,v1.0-C1.3.4,2,Training Data Integrity & Traceability / Training Data Quality and Security Assurance,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C01-Training-Data-Integrity-and-Traceability.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C1,C1.3,v1.0-C1.3.5,3,Training Data Integrity & Traceability / Training Data Quality and Security Assurance,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C01-Training-Data-Integrity-and-Traceability.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.1,1,Input Validation / Prompt Injection Defenses,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.2,1,Input Validation / Prompt Injection Defenses,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.3,1,Input Validation / Prompt Injection Defenses,mapped-evidence,PSB-AI-003-AII-001; PSB-AI-003-AII-002; PSB-AI-003-AII-003; PSB-AI-003-AII-004; PSB-AI-003-AII-005; PSB-AI-003-AII-006; PSB-AI-003-AII-007,verifies,"Six exact untrusted steering surfaces are classified as data and their injected policy credential network dependency and privilege requests are blocked before the requested action, directly exercising the core prompt-injection screening outcome.",https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.4,1,Input Validation / Prompt Injection Defenses,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.5,1,Input Validation / Prompt Injection Defenses,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.6,2,Input Validation / Prompt Injection Defenses,mapped-evidence,PSB-AI-003-AII-002; PSB-AI-003-AII-003,verifies,"The root goal and repository-owned policy precedence remain authoritative after untrusted content is processed, and attempts to rewrite that hierarchy are denied before execution.",https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.7,2,Input Validation / Prompt Injection Defenses,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.1,v1.0-C2.1.8,3,Input Validation / Prompt Injection Defenses,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.2,v1.0-C2.2.1,1,Input Validation / Content & Policy Screening,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.2,v1.0-C2.2.2,1,Input Validation / Content & Policy Screening,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.2,v1.0-C2.2.3,2,Input Validation / Content & Policy Screening,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C2,C2.2,v1.0-C2.2.4,3,Input Validation / Content & Policy Screening,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C02-Input-Validation.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.1,v1.0-C3.1.1,1,Model Lifecycle Management & Change Control / Model Authorization & Integrity,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.1,v1.0-C3.1.2,2,Model Lifecycle Management & Change Control / Model Authorization & Integrity,mapped-evidence,PSB-DEPS-005-AMS-001; PSB-DEPS-005-AMS-005,supports,"A current model-scoped authorized signer signs the exact acquired model digest together with its ML-BOM dataset and verifier materials, while live provider key custody remains organization evidence.",https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.1,v1.0-C3.1.3,2,Model Lifecycle Management & Change Control / Model Authorization & Integrity,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.2,v1.0-C3.2.1,1,Model Lifecycle Management & Change Control / Model Validation & Testing,mapped-evidence,PSB-DETECT-002-TEV-003; PSB-DETECT-002-TEV-004; PSB-DETECT-002-TEV-005; PSB-DETECT-002-TEV-006,verifies,The pre-release suite runs deterministic input handling safety and output-policy scenarios plus repeated threshold behavior and known-vulnerable calibration before a release may be accepted.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.2,v1.0-C3.2.2,2,Model Lifecycle Management & Change Control / Model Validation & Testing,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.2,v1.0-C3.2.3,3,Model Lifecycle Management & Change Control / Model Validation & Testing,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.3,v1.0-C3.3.1,2,Model Lifecycle Management & Change Control / Controlled Deployment & Rollback,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.3,v1.0-C3.3.2,2,Model Lifecycle Management & Change Control / Controlled Deployment & Rollback,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.3,v1.0-C3.3.3,2,Model Lifecycle Management & Change Control / Controlled Deployment & Rollback,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.4,v1.0-C3.4.1,1,Model Lifecycle Management & Change Control / Secure Development Practices,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.4,v1.0-C3.4.2,2,Model Lifecycle Management & Change Control / Secure Development Practices,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.5,v1.0-C3.5.1,2,Model Lifecycle Management & Change Control / Pipeline Fine-Tuning,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.5,v1.0-C3.5.2,3,Model Lifecycle Management & Change Control / Pipeline Fine-Tuning,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.5,v1.0-C3.5.3,3,Model Lifecycle Management & Change Control / Pipeline Fine-Tuning,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C3,C3.5,v1.0-C3.5.4,3,Model Lifecycle Management & Change Control / Pipeline Fine-Tuning,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C03-Model-Lifecycle-Management.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.1,v1.0-C4.1.1,1,"Infrastructure, Configuration & Deployment Security / AI Workload Sandboxing & Validation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.1,v1.0-C4.1.2,1,"Infrastructure, Configuration & Deployment Security / AI Workload Sandboxing & Validation",mapped-evidence,PSB-DEPS-005-AMS-003; PSB-DEPS-005-AMS-004,verifies,Intake permits only non-executable Safetensors with remote code disabled and statically validates its bounded structure without importing model code; executable serialization is rejected.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.1,v1.0-C4.1.3,3,"Infrastructure, Configuration & Deployment Security / AI Workload Sandboxing & Validation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.1,v1.0-C4.1.4,3,"Infrastructure, Configuration & Deployment Security / AI Workload Sandboxing & Validation",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.2,v1.0-C4.2.1,2,"Infrastructure, Configuration & Deployment Security / AI Hardware Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.2,v1.0-C4.2.2,3,"Infrastructure, Configuration & Deployment Security / AI Hardware Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.2,v1.0-C4.2.3,3,"Infrastructure, Configuration & Deployment Security / AI Hardware Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.2,v1.0-C4.2.4,3,"Infrastructure, Configuration & Deployment Security / AI Hardware Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.2,v1.0-C4.2.5,3,"Infrastructure, Configuration & Deployment Security / AI Hardware Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.3,v1.0-C4.3.1,1,"Infrastructure, Configuration & Deployment Security / Edge & Distributed AI Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.3,v1.0-C4.3.2,2,"Infrastructure, Configuration & Deployment Security / Edge & Distributed AI Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.3,v1.0-C4.3.3,3,"Infrastructure, Configuration & Deployment Security / Edge & Distributed AI Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.3,v1.0-C4.3.4,3,"Infrastructure, Configuration & Deployment Security / Edge & Distributed AI Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C4,C4.3,v1.0-C4.3.5,3,"Infrastructure, Configuration & Deployment Security / Edge & Distributed AI Security",gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C04-Infrastructure.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.1,v1.0-C5.1.1,3,Access Control & Identity for AI Components & Users / Authentication,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.1,v1.0-C5.1.2,3,Access Control & Identity for AI Components & Users / Authentication,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.1,2,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.2,2,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,mapped-evidence,PSB-AI-011-RAG-005; PSB-AI-011-RAG-006,verifies,The exact requesting principal tenant and clearance are authorized before retrieval and every returned chunk must remain inside the same tenant and classification boundary.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.3,2,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.4,2,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.5,2,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.6,3,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.2,v1.0-C5.2.7,3,Access Control & Identity for AI Components & Users / AI Resource Authorization & Classification,mapped-evidence,PSB-AI-011-RAG-005; PSB-AI-011-RAG-007,supports,Authorized tenant and classification metadata is copied from source through chunk snapshot and retrieval-result provenance; live prompt caches model outputs and downstream connectors remain outside fixture evidence.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.3,v1.0-C5.3.1,2,Access Control & Identity for AI Components & Users / Multi-Tenant Isolation,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C5,C5.3,v1.0-C5.3.2,3,Access Control & Identity for AI Components & Users / Multi-Tenant Isolation,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C05-Access-Control-and-Identity.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C6,C6.1,v1.0-C6.1.1,1,Supply Chain Security for Models / Model Artifact Integrity,gap,,,,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C6,C6.1,v1.0-C6.1.2,1,Supply Chain Security for Models / Model Artifact Integrity,mapped-evidence,PSB-DEPS-005-AMS-001; PSB-DEPS-005-AMS-006,verifies,Model and dataset intake requires exact approved HTTPS source full revision artifact digest license and use authorization before any staging handoff.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
owasp-aisvs-1.0,1.0,C6,C6.1,v1.0-C6.1.3,2,Supply Chain Security for Models / Model Artifact Integrity,mapped-evidence,PSB-DEPS-005-AMS-001; PSB-DEPS-005-AMS-005,verifies,Third-party model bytes are digest verified and included in a signed inspection statement from a current model-scoped signer before promotion.,https://github.com/OWASP/AISVS/blob/78775233666a2022dcfb82037e5e029116955c00/1.0/en/0x10-C06-Supply-Chain.md,"A mapping identifies repository reference evidence for one requirement; it does not prove live adoption, an AISVS level, AI system security, or compliance."
